user_id,item_id
128338662,311499944
61545656,249845309
105425264,23835044
102506116,92053992
116725838,1803716
55985831,184684827
64388982,136202901
110581771,134589141
12956532,390831704
46226720,82078789
108488723,395592698
49780473,7682693
56489421,102626211
25737649,17712290
5369231,394658338
54383042,45399708
51309574,377966873
122132057,288398671
46962284,53001425
140321528,348706998
117893601,233322376
111314602,219863573
131154569,120683009
6444701,64592439
104900356,142123036
6407585,267803644
111314602,274547776
60003080,349867079
55988786,53581630
58517586,373312290
21500790,392228490
10587282,230268163
25619476,328864403
10984971,228613521
122999483,15773186
44763131,36524859
123815351,217765043
126376929,58325711
26715865,346127946
39801668,372113656
101454268,92988126
104666221,73664102
105315608,67285510
10591638,168753758
10591638,404294787
108034286,8224764
108648119,228954060
108648119,37885997
108648119,207325791
110581771,121704204
111694210,325027735
116340014,202970770
117000287,3220786
119604288,59752762
119604288,35523348
121016810,79799114
121016810,380330552
121568891,121556744
121568891,146779080
123643658,238275510
124030328,110010927
124700441,400640340
126667698,101937654
127137324,57595277
128560563,312443068
129751560,401520863
132236660,381125638
13232169,300812662
132502691,347199074
133044209,271958598
135429591,114811441
136622436,249749847
15019189,5926492
15575017,369229358
25619476,147038293
25619476,96177311
27068950,221802043
27431243,398001492
29645591,3121485
29793950,343584897
36422153,376021125
40642465,366686077
41396203,183977820
43525076,74532565
44849042,130932762
44953112,381022838
46873775,34228850
47679077,113155998
48559665,126875447
49016433,140014835
4915814,343575787
49897929,253552746
50114359,229347739
51168304,172078997
51294139,6576536
54004679,201668904
57304824,319199143
58517586,133090063
59978307,77635944
63325982,382943072
6475334,211694829
101823100,80784169
104550352,360143307
104575660,79208318
104874775,251766438
107574791,370214227
109775118,360905595
109775118,83230478
111609304,261582038
111609304,295435284
111609304,1826637
111831034,151072078
114880178,165413209
115844210,70485805
116159885,371547723
120135586,334998082
121454675,324904869
125528876,119070565
127664268,168892099
127916115,394344669
129162123,145133360
12992670,308595255
135832149,141951966
136275558,388821330
139731337,57847663
141957980,206143702
141957980,399882390
15516592,131116873
16506574,116808400
17960959,328221905
21021180,51499218
21021180,340495937
21902688,175031605
21902688,246088632
21902688,14442549
21902688,309393859
22640271,137033267
22711728,184533137
24298813,277767727
26782978,176751032
26882464,317332631
32619388,58022597
39063641,30185330
44746430,342776662
44809712,370663511
46155758,351508593
46586483,115351621
48362340,331577215
49476423,57303333
55162751,206058345
57380691,303002557
58731027,276466407
61723472,222262630
61972961,73320060
62561606,377958400
63006965,253997912
10129914,249618450
102784585,54928562
104702770,134388448
107397611,75373825
111124222,18786028
112683328,120837266
112842391,124751997
114494492,205850498
11522967,105955184
117209225,30540984
118107588,66876003
123584195,180348305
123888506,82692233
124279451,101018738
125096951,376698684
129307326,228587874
130306265,298758608
132791225,346445039
133629062,130090698
134437215,387962219
134730288,47609952
135338118,157699659
137378340,139773585
138222096,293582616
17307610,236257759
17536228,136581563
17947678,331173799
18055459,272804455
18249259,140356532
23221669,118618308
25730704,227280862
26924884,348889585
28721261,360209731
31066564,236354395
31153192,291454399
31182685,332581378
36193619,244222256
36193619,114375034
3726,238805428
37662299,322789727
38441000,109402608
40391653,190352745
40982515,151296743
42405007,24549786
43797365,156940372
44182382,297098615
44763131,43534562
4501049,172286903
47893772,64086769
48568761,306770438
49780473,77516229
53335367,40274872
61720898,80171383
63914735,318444928
64974210,276867104
42873856,74986837
50325088,156100882
27142663,188229948
126376929,220903478
59860956,331534610
40201228,184181655
50721190,154918354
135134832,171544367
114709109,117240477
34581076,43652403
110507614,268597521
35213005,274559212
21506490,12358862
104068372,83852367
103995979,154343051
105579380,44569914
115669976,187864672
119282190,171978679
119282190,276682754
123839396,285545403
13492065,208677198
13492065,32503319
137335467,68170008
23452243,27384718
40796353,334372932
48029748,263906238
48029748,96559105
50325088,272236643
50325088,214065487
50325088,290487126
54414485,286586652
57977424,257478525
57977424,199659155
59978307,17395968
110067667,289330031
127958352,328583503
129775149,161046867
129775149,16478478
139619605,95758257
30480882,352887322
33759268,38217490
34088689,63662966
34088689,102106753
34088689,219936825
34386958,179606963
39970946,168739073
42153787,239702618
50260039,352578817
50260039,382246727
50260039,275264557
61902875,379330069
61902875,225397396
122132057,303205878
122930456,285712548
126420132,263257694
30591498,220401889
35932244,392139483
37100390,126607021
45649043,256414873
45649043,7716468
53403128,99882452
55172237,83991257
53624597,271069990
104380996,353318680
2228206,111219581
14640189,300359283
50721190,50154117
19305326,373787434
134112555,160071388
52800551,51571981
43205692,139083494
23722207,28331080
42966754,21017478
58407987,264606108
108934622,39598695
110547514,224425328
17001133,176452679
26030803,122157778
3277525,191258145
38363849,280619040
51351379,298525768
56970993,183266058
11428002,361928894
135292392,327974438
14385363,272701832
24360931,181797452
37736729,170676022
29397278,314458301
44182382,50555872
45069500,192219540
52079753,2124976
34459402,139836586
24211879,26356970
44068940,3209270
19934663,248860932
108050141,374359761
101142466,25729208
19325000,267778324
63394577,284356263
15459124,111443583
41890690,267137816
142353876,193954252
123778565,345966255
52941353,39705757
128788710,152338475
115628090,284807602
47004938,85665232
136668036,387561938
111435559,189644343
115031243,253513340
125589239,78531003
12966018,299904686
131353646,53336357
134998335,316643050
26980240,34093038
28140683,117574024
31485010,70309583
45542840,307378520
46312028,120428365
46394564,235698870
57679953,333028913
58587273,140756932
59745300,6414354
6232766,16958209
64047083,138374754
103047301,182926917
118404042,349014848
119748633,355346300
127207080,202065504
128086359,230129104
25724410,140076661
34539613,14574857
49860627,383780064
50260039,248963042
61969736,67162755
65156859,394736444
107204669,83964520
142094433,273935167
30655074,216279234
30655074,120461526
33822250,10717658
39267725,243497733
44182382,291503193
44182382,314319983
44182382,369176897
58676181,34070354
64243962,311358013
139619605,392084222
108142517,374712894
104184094,29086158
49174335,94062845
41490598,19307589
57077829,115310178
57523557,399208342
118992774,278873440
132626507,152501928
23666668,254086742
132230903,6801174
17088676,222247145
62492600,177766968
119309106,48127394
128560563,274122561
129335403,196678810
104597596,114170774
17283364,171741913
65353086,389906000
132959627,147517485
26401156,193390950
104644609,8543927
23452243,237582445
28923464,377109915
127867506,161444014
133747292,223887705
12089679,199041699
41189122,341288738
42500437,298670687
55988786,98795705
10131477,239633228
106579874,163846340
23369035,324753603
56188977,198293723
127137324,98564072
112721758,72357365
139777963,330009464
46586483,196215363
23369035,28846102
24211879,111098416
108934622,318432392
12952941,254429075
52865132,199246892
14354160,63249670
109446695,261717109
128535231,355011517
36537956,331563556
52913276,117775925
126343275,212567380
10975077,210727967
116839028,36780489
114114656,343184357
12976929,75884477
3370219,100534485
115873760,296778380
119227413,387815215
119377710,38637593
21803838,53662160
103779820,402483437
39558209,30984300
101657392,354675377
42295282,283380250
3693055,166803115
63161741,124374993
106778780,87931946
13773861,121716939
41835343,375552420
113034122,238712274
125528876,360053559
55988786,352441991
15753232,220906966
127643577,184456920
54383042,365259772
38477894,118947995
49174335,378954720
35208127,162148157
61095197,11767018
58399743,391336477
113353310,365621617
33394468,97110659
11105622,76787566
58944834,271176888
116571596,71665542
110250703,58698693
10752753,50958955
33713668,191310017
105618998,209357834
112658053,33105241
128306994,265960519
23319820,220441378
135688338,267657501
1694224,68689508
36827081,5804053
50721190,336992775
5532080,218492309
35662052,190918664
44110187,76007762
47084909,331797771
52403660,221297535
10908534,69350838
134891106,203497564
18856090,345718328
31419541,52044855
140342846,382523347
119571135,43952160
128008896,137318721
44110187,163037053
132791225,210159710
22014858,298838120
22014858,368001454
22014858,160123021
35917880,201747065
115860218,288283147
118468158,62079279
136652850,186175931
1382821,116068730
48154965,253056437
62390663,59513855
58281309,151724138
125779277,27658527
52913276,138290005
126307593,81832972
2356549,29454301
49537083,319093236
105198839,261666069
23109367,401991713
140506688,111705791
47211449,259115413
106579874,280586198
13918209,151434942
53086835,233071358
120636580,229876228
117599972,234767440
49537083,54022486
44950595,372036113
49537083,179598254
49706772,22363485
50783368,205542738
57314538,359881697
64860450,271336674
24298813,339693783
128024751,79227794
111148495,304439320
50240041,163003962
15033334,44937462
116922236,115015002
11244543,230767649
112721758,104805218
104575660,82768193
123179813,244067640
131512652,250959598
16715536,9267693
104068372,364470358
40965016,78044428
15310570,392944822
110308309,368848814
11759070,256104243
123778565,283258383
17960959,115804093
46312028,10680022
43194874,180707848
111314602,339969219
43525076,237896146
10587282,363614198
117038282,385792830
129237285,138139299
49666062,348307694
13657512,308820679
114099881,269085697
133833968,147402079
21651876,94964276
109451744,84847820
20988891,257266306
114800378,185271884
12523584,240193205
128066361,140928725
32517070,914256
21172095,299051843
101239126,225174635
112029571,124558169
111359794,385251483
52941353,188304826
55653785,157339438
138047652,165266709
30184494,116853752
55778123,319590178
63149078,59252612
136786209,298976459
25647154,306792785
10587282,397959796
127144311,379070639
23567476,38680581
64282998,99116727
28260965,67125336
131739593,239075873
31796347,90602090
43525076,30307102
51020539,45678949
24211879,364483401
17562880,214114523
33644206,190878182
13519209,100367074
23541550,80061902
35415470,353341873
135429591,355804382
126997008,316032801
110128897,52854589
21902688,390074709
25730704,36356820
102030700,255710896
41396203,301644710
50325088,125751416
31520809,280562654
58165245,399361203
65047383,200866852
131507774,117665034
114328130,365289492
115283459,377739991
2297257,156829591
55988786,190351337
24298813,69884523
63990944,317576719
12861582,52554588
49897929,381279806
109538120,351646400
26839339,203791879
128531013,185559734
134536806,202650310
31246831,401648636
42574342,71624676
139274689,58179739
39451664,227479267
131775218,80591071
3590671,333005962
62121899,336750264
29520569,346929672
136535637,267236490
27968846,381850359
13036407,274009278
22748289,275499927
140342846,349986601
54594113,115818589
10984971,272847190
133055414,24760998
21537693,91829163
44766884,103383181
5305268,402462523
117599972,328789813
127983456,193648312
13670451,154420741
139589065,76988030
142094433,78681326
53335367,166736194
123327614,16727638
44885921,362729568
57357240,176405745
133833968,144589112
3951253,60732687
48786021,248346227
120505891,201812680
21333723,63713490
128600076,265503591
3740182,368277900
104328850,325013086
117008894,385493154
142125648,43357226
115176890,125590274
138222096,338765473
55801187,260194674
44410109,2481388
116592686,172241091
35415470,92508692
28115180,159855815
17321395,182633427
127243332,119082602
20501826,344294537
23213836,92610754
115001057,372579341
142242063,31525916
64243962,259165343
47171936,358515035
37020122,151802533
129970293,192453284
62096384,55826352
46770707,45051212
112722280,17565729
43791836,299128960
132142898,115818561
101454268,13731587
101982646,251176595
102612580,9263594
104328850,290329362
107075849,180577719
107264414,274520757
108034286,80210385
108034286,340104830
110613622,326035645
111148495,228212991
111294118,177852067
111382789,23016633
112141018,33069267
11265063,47957965
112721758,235355835
113077148,85804313
11366706,182789595
11366706,85905901
114686525,40974949
114686924,153502473
115335440,345252945
116340014,54198076
116648201,217149096
118867785,243620226
119486616,165365431
119933988,61199916
121008788,294610641
121568891,146627353
121568891,399516391
122354162,93944528
122363030,281699685
123211175,103342519
124030328,368299039
126047058,205268452
127137324,44503008
128015256,219651367
128300667,208683036
128615670,295736611
131395085,321599479
132252098,391024184
133747292,374866779
134236257,82869048
13492065,280674759
135429591,309948324
135496647,65886502
13572675,122922628
135737973,12710360
137061855,228346151
13749945,394682031
13749945,35313943
14073732,188940831
141317495,383793510
142125648,264172961
16476718,11672291
19010476,90791979
20578059,313981440
21999564,172157908
25966114,66951753
26998732,62144457
27275005,275002733
28140683,9705600
29373632,267612566
29860619,117720530
32226301,43734229
3277525,108453792
33276694,229886149
33276694,112247515
35064397,140043250
35064397,199213292
38702324,370879009
39329021,179222099
3969118,169450807
40914937,23068267
41360374,356386457
41396203,276332942
41396203,258773299
42133903,190905101
42407116,300329144
42639961,308014644
43525076,102584088
43525076,129807251
43525076,240870180
44494127,295508658
44766884,360448814
44766884,289164385
46079366,384591257
46312028,97529977
46312028,238934200
47131466,251714670
49099929,151399550
50142094,99521373
50783368,227649173
5369231,233440886
55029131,218638223
57977424,345604975
58326930,165267709
58425324,299133898
58517586,95818832
58517586,379415464
59309583,199993265
59436,49804123
62263166,37429662
6232766,80415042
6232766,35203605
62693996,353217183
64279050,139091811
64402512,40044264
100572118,38003511
101459920,373302984
101552272,100927623
102110170,376669691
103210150,344290869
103950217,139982855
104308549,301877900
104575660,267027542
105001355,41253077
105479267,342407040
105611882,50483190
105611882,345536372
109381076,211538837
110128897,287227617
110128897,301371667
110618629,324187571
111168340,361765868
111609304,352869241
114880178,111038872
115844210,184169595
121454675,269785707
121454675,71039064
122221364,404167710
124173467,347497427
124526444,351744052
125528876,271946491
125528876,227839805
127168527,235137494
127769787,359858700
127916115,66944025
128788710,388786499
129034389,103287133
129162123,322689639
129775149,378650181
12992670,181191758
130346108,8587565
130500488,350976481
134072415,8924505
135567210,198472080
135567210,28644360
136948968,140883116
1382821,72451239
140386565,369781582
140386565,307997478
141816551,141059648
141957980,39553932
141957980,186525917
16431640,390851403
16886980,395294600
17479615,383182457
17776678,281744140
19448864,136950779
20612499,401410730
2171674,223854862
2171674,238750301
21902688,211571513
22413459,72833036
26412532,186800674
26412532,357375905
28191161,382166940
29017898,360261757
29405540,37671336
3444136,99564584
34539613,66775425
34539613,364574650
35392624,42427214
35970833,205849839
37020122,349757910
37230158,310269451
39303875,181176849
40528453,112501186
40921525,140631463
41609452,324032254
41732503,175257685
42842083,61312042
44809712,100334327
44986253,103723039
47535320,138257986
48362340,118448109
54155840,217161407
54155840,64084267
56596275,138614450
56881686,210223086
57357240,290519280
60289814,385437440
60514301,236388788
61936652,171712059
62321270,370904867
62561606,257356328
64318839,113678596
64860450,386221755
100422676,247664571
100680235,256551264
103214311,200705265
103994563,96099134
104121736,183517561
105805055,216704309
106751135,11619790
10684137,196819865
109326356,304063602
110859715,214850114
112386151,344752438
112428115,306467376
11459091,101642763
116448659,83060976
116468732,271394835
116823443,272269436
116922236,18385141
117209225,237992818
118141959,326561820
118505343,74141856
118754832,213445398
119178861,167924543
119271726,133842272
119437677,79641062
121496285,172953248
122501669,183375940
123584195,395941658
124526615,197151361
1254859,74750990
12578052,323012280
12578052,17935268
126366873,332013691
126534120,326890662
127333086,11626972
128902962,383155423
129662025,198885441
130720655,317471188
13239132,110038274
133685198,8786181
133833968,254801198
134116374,293229160
134116374,35617421
134116374,167063158
135338118,3044678
135792408,270173547
135809553,188340393
135986094,115393177
13678830,93277970
137365881,332429459
137365881,259927465
137507730,397276123
138222096,397508473
142191573,378228621
14564538,37692625
14667526,220494657
15638527,377291703
16211815,42195527
21737559,12855450
23749054,199984645
23811571,279892275
23811571,329892189
24066823,252650683
24389203,200711402
2444212,55322517
25730704,220573363
25737478,297678391
26119669,179129295
26357800,266639770
26357800,220591743
26675383,81281406
28740641,63192178
29943290,155549034
31066564,302998079
31661098,198767351
32079118,46031829
35932244,77295493
36193619,69396749
36575177,15264835
37100390,114936116
37712171,183955692
3951253,138313205
40328302,278421238
40391653,56256765
40597618,231382203
40849750,76304388
41172046,32023666
43797365,257115684
